Date,rstar,g,z,output gap,real rate gap,,,All results are output from the Stage 3 model.,,,,,,,,,,,,,,,Standard Errors,Date,y*,r*,g,,,rstar (smoothed),g (smoothed),z (smoothed),output gap (smoothed)
1963-07-01,4.37775655234341,3.99651445331128,-0.010833390284265,1.03427587339161,-2.4256882203317,,,,,,,,,,,,,,,,,,,1963-07-01,1.59804412020925,1.2344051082992,0.456806266030461,,,4.43132854203361,4.12128881118461,-0.094276666886181,0.55833185604024
1963-10-01,4.11683091047974,3.76090427721397,-0.0130344707129887,1.43685215120706,-2.16788080896203,,,Restrictions on MC draws: a_3 < -0.0025; b_2 > 0.025; a_1 + a_2 < 1,,,,,,,,,,,,,,,,1963-10-01,1.62218929173768,1.2382985475598,0.451972501827964,,,4.4468390264244,4.13487128907261,-0.0936811606723949,0.67595078594411
1964-01-01,4.41460801293382,4.02330528330967,-0.00340105690061206,1.74429081249787,-2.42148020628555,,,Draws excluded:,,948,Total:,5000,,,,,,,,,,,,1964-01-01,1.63171616630026,1.24032168497435,0.447619746901639,,,4.44999967301032,4.13775499990449,-0.0936871295215244,1.21955150678923
1964-04-01,4.32908077100708,3.96111491384637,-0.0206367830219199,1.96487893962694,-2.21408045611561,,,Percent excluded:,,0.159381304640215,,,,,,,,,,,,,,1964-04-01,1.64880655558686,1.24387672852927,0.444047394518246,,,4.45789279851143,4.144481659889,-0.0931805786719992,1.43354949397803
1964-07-01,4.43000532425471,4.0553023390953,-0.0231398520182065,2.17656465458128,-2.31915972998028,,,Draws excluded because a_r > -0.0025:,,,,0,,,,,,,,,,,,1964-07-01,1.6614994232843,1.24741703281041,0.440894428221832,,,4.46303939626788,4.14762681628506,-0.0914876908642931,1.69651368183031
1964-10-01,4.17247571795432,3.84293859902822,-0.0474719096233827,2.15554134449326,-1.8541936177644,,,Draws excluded because b_y <  0.025:,,,,908,,,,,,,,,,,,1964-10-01,1.67767833075015,1.25357971291509,0.439005422115164,,,4.47939668541122,4.16192460356386,-0.0908308642581478,1.59537531307376
1965-01-01,4.55637239295152,4.16857179804536,-0.0211544699541741,2.46231338781627,-2.11696796197944,,,Draws excluded because a_y1 + a_y2 < 1:,,,,52,,,,,,,,,,,,1965-01-01,1.69716334829631,1.25564915455015,0.43694388648323,,,4.47475139298713,4.15951031532572,-0.0928250162436717,2.25029700890047
1965-04-01,4.52587469040593,4.14552971074426,-0.0263495559902759,2.74402498254085,-1.95502697610922,,,,,,,,,,,,,,,,,,,1965-04-01,1.72281106049316,1.25744820952145,0.435282990476745,,,4.46818567044581,4.15772523010514,-0.0974305289228024,2.6497355307896
1965-07-01,4.78041989339975,4.37012797619288,-0.0184366873454,3.05963990142868,-2.19843071767715,,,Signal-to-noise Ratios,,,,Log Likelihood,,,,,,,,,,,,1965-07-01,1.77301568496169,1.25531351274759,0.433221047808542,,,4.44268267457533,4.14290946561205,-0.106664269219123,3.41590051487321
1965-10-01,5.00130839438625,4.56651581198835,-0.0132025249319329,3.48726218300612,-2.33906789144798,,,lambda_g,0.0701184313904562,,,-574.200930962601,,,,,,,,,,,,1965-10-01,1.8529338850408,1.249586105846,0.430677898643557,,,4.39942943516296,4.11570944282923,-0.12004904504442,4.26987418393799
1966-01-01,5.2448286893905,4.75786504745077,0.020196340489072,4.10624331441375,-2.31713615884155,,,lambda_z,0.0270943166437679,,,,,,,,,,,,,,,1966-01-01,1.95395505139563,1.24114044031328,0.427614703144391,,,4.34140354199854,4.07541213539989,-0.133824289258265,5.00276566930336
1966-04-01,4.99242847784858,4.49687967338983,0.0543853058805139,4.43389677010327,-1.92951411687552,,,,,,,,,,,,,,,,,,,1966-04-01,1.9247568132293,1.23564264697697,0.425290657149371,,,4.29693651717315,4.04626417288876,-0.14628380938956,4.81530373796011
1966-07-01,4.98108878005472,4.45659247045275,0.0872851612502288,4.43207199454196,-1.40994801646857,,,,,,,,,,,,,,,,,,,1966-07-01,1.92435836802497,1.22995805767834,0.423180145505148,,,4.25161233131726,4.01660464621593,-0.159038739715381,4.6382523858606
1966-10-01,4.96524995079675,4.42319745012078,0.108117549393039,4.34329813058503,-1.24253085954085,,,State vector: [y_{t}* y_{t-1}* y_{t-2}* g_{t} g_{t-1} g_{t-2} z_{t} z_{t-1} z_{t-2}],,,,,,,,,,,,,,,,1966-10-01,1.93202235012944,1.22403667055253,0.421201367458281,,,4.20538666031591,3.98637396428196,-0.172067967104655,4.4380785199138
1967-01-01,4.9131082309623,4.44757389174173,0.0292079527538156,3.75267722271155,-1.75590757809084,,,Initial State Vector,,,,,,,,,,,,,,,,1967-01-01,1.94345141058421,1.21800967882455,0.419228899592954,,,4.15872201063898,3.95488683289679,-0.184156460550087,4.20451658323736
1967-04-01,4.70705655259729,4.26608758202846,0.0224471822128309,3.42957471170348,-2.49577573849806,,,811.27211881791,810.111452336212,808.950880590638,1.16066648169806,1.16057174557351,1.16052441634675,0,0,0,,,,,,,,1967-04-01,1.90819021939648,1.21380774614874,0.417582031031402,,,4.12221353911868,3.93214330149492,-0.195690161095296,3.68939070290162
1967-07-01,4.7615770603654,4.27386511233667,0.0684271500460025,3.42227269962689,-2.86907465072168,,,,,,,,,,,,,,,,,,,1967-07-01,1.91444805724873,1.20864640805545,0.415928398880356,,,4.08171470309651,3.9064365271329,-0.207960276130575,3.5401993919013
1967-10-01,4.71639590194596,4.20286320235787,0.101213498482978,3.50493616240863,-2.67875987053531,,,Initial Covariance Matrix,,,,,,,,,,,,,,,,1967-10-01,1.91351085915159,1.20308749021906,0.414527946330167,,,4.04029396390049,3.8821054972799,-0.222663005382173,3.52627004976273
1968-01-01,4.97572302464195,4.38090823078114,0.16502859934058,3.93359286874215,-2.46960760493955,,,0.649297677468935,0.2,0,0.2,0.2,0,0,0,0,,,,,,,,1968-01-01,1.98030210888277,1.19405976444818,0.413200580460765,,,3.98054806096572,3.84399228502231,-0.240556623795281,4.05958795817514
1968-04-01,5.07778101724524,4.44138828844149,0.200673176984783,4.35402777262982,-1.55715628332706,,,0.2,0.2,0,0,0,0,0,0,0,,,,,,,,1968-04-01,2.03238593939683,1.1837838410145,0.41223182202144,,,3.91286809227288,3.79920809324272,-0.259058876273497,4.4517900112387
1968-07-01,4.98267342129326,4.35215303656537,0.203555200108724,4.39630490325862,-1.96113228827855,,,0,0,0.2,0,0,0,0,0,0,,,,,,,,1968-07-01,2.01910231856226,1.17431324078264,0.411705434959266,,,3.84867242915724,3.75700673332173,-0.276913042097407,4.36758096990957
1968-10-01,4.85938202590422,4.2371014733027,0.206602427866611,4.18953260879346,-2.47938087025796,,,0.2,0,0,0.201225695570127,0.2,0,0,0,0,,,,,,,,1968-10-01,1.98809956532182,1.16538624341187,0.411580771061852,,,3.78763733865114,3.71871546516896,-0.295900324127172,4.0856272013059
1969-01-01,5.00409690057101,4.37447825930072,0.200463254981568,4.0924807419583,-2.58659561953222,,,0.2,0,0,0.2,0.2,0,0,0,0,,,,,,,,1969-01-01,2.03723193279401,1.1546130628688,0.411862604051214,,,3.71481322005549,3.66999001739293,-0.31521881611794,4.19765374418068
1969-04-01,4.82423469610113,4.20207937687151,0.20991301482154,4.0483374595301,-0.969262498224857,,,0,0,0,0,0,0.2,0,0,0,,,,,,,,1969-04-01,2.00558358283067,1.14557195452916,0.412317985826889,,,3.65155770012306,3.62866009318653,-0.333089766115561,3.87551705305407
1969-07-01,4.77218365722783,4.16699518806739,0.196388076611647,3.76331190827614,-0.000532814325245212,,,0,0,0,0,0,0,0.219090913442608,0.2,0,,,,,,,,1969-07-01,1.99558906803527,1.1370656617141,0.412694068956265,,,3.59098949641845,3.5875729534778,-0.348540002600588,3.49819495032978
1969-10-01,4.46498191531217,3.92881821803405,0.15072950374115,3.09421430399868,0.00946172542958745,,,0,0,0,0,0,0,0.2,0.2,0,,,,,,,,1969-10-01,1.92494456403395,1.13119736187626,0.412478748524137,,,3.54762624055653,3.55941591639981,-0.360983893306133,2.5949680187781
1970-01-01,4.30311543618383,3.81815692059275,0.110380677723425,2.31047791431399,0.148896566194557,,,0,0,0,0,0,0,0,0,0.2,,,,,,,,1970-01-01,1.88760384400523,1.12635004431915,0.411809781724547,,,3.51190421963632,3.53694570323782,-0.372031275201908,1.76444459413676
1970-04-01,4.21919719146961,3.75175724580588,0.0993762053394776,1.74321287528892,-0.606346915914063,,,,,,,,,,,,,,,,,,,1970-04-01,1.8723544795175,1.12194479301195,0.41096417591309,,,3.47954723070163,3.51721378748088,-0.382720561429323,1.14043993696737
1970-07-01,4.26307952446202,3.81918436017407,0.0692165301185843,1.36013865326152,-1.80809320225923,,,,,,,,,,,,,,,,,,,1970-07-01,1.88412562634885,1.11742437385324,0.41009060538953,,,3.4451481690169,3.49314909916263,-0.390694083969952,0.800141706781574
1970-10-01,3.86935006954694,3.41566280492603,0.118595854036466,1.13523552926813,-3.60584236094952,,,,,,,,,,,,,,,,,,,1970-10-01,1.82942865931859,1.11630184053547,0.408632839406296,,,3.43432900535576,3.49084379580809,-0.398981783968284,-0.0258615906636805
1971-01-01,4.32873448818713,3.81716265135027,0.137091541116066,1.3466750338647,-5.42788427378178,,,,,,,,,,,,,,,,,,,1971-01-01,1.88728084694888,1.11120851627473,0.407972362406166,,,3.39517796977213,3.4637567684307,-0.408388436712113,0.586189634357993
1971-04-01,4.07435028663294,3.61387773347948,0.105935394027312,1.69131671568141,-4.44497019630244,,,,,,,,,,,,,,,,,,,1971-04-01,1.86598103619899,1.10869961489851,0.406987487058328,,,3.37170139766083,3.44809252078467,-0.414664030200349,0.658564853117696
1971-07-01,3.89617922004724,3.53522274471827,0.0141357134699754,1.69272994324137,-2.59952143310909,,,,,,,,,,,,,,,,,,,1971-07-01,1.84709777321334,1.10751172481058,0.405685326514179,,,3.35639082310625,3.43769822455902,-0.418560582759141,0.745688504261352
1971-10-01,3.53959367470724,3.38601337846109,-0.178602376355489,1.16222849926999,-2.0863930164327,,,,,,,,,,,,,,,,,,,1971-10-01,1.82300311267715,1.10790992608039,0.40423589028316,,,3.35190758018164,3.437802103344,-0.423157895430354,0.69635599798869
1972-01-01,3.78712448323437,3.55208516680467,-0.113435722541971,1.61930980341367,-4.1374980009653,,,,,,,,,,,,,,,,,,,1972-01-01,1.82758812282604,1.10592001437931,0.403436476715255,,,3.33090965544585,3.42632274168569,-0.431550283088775,1.29098221317588
1972-04-01,3.90190649100443,3.76046816013609,-0.227479988123978,1.82678518925104,-2.0872794513488,,,,,,,,,,,,,,,,,,,1972-04-01,1.85103251206842,1.10186508170879,0.403283042732943,,,3.29493066264972,3.40274509262858,-0.441638556676553,2.16229351391178
1972-07-01,3.75533645559276,3.6631502446724,-0.267184796340582,2.12788671669352,-2.11022322413799,,,,,,,,,,,,,,,,,,,1972-07-01,1.83731370908477,1.09822248868094,0.403360833064003,,,3.26210241531267,3.38375623808602,-0.453615060064958,2.59475273748615
1972-10-01,3.81671502867019,3.7866825251205,-0.341457558920213,2.1789986923435,-1.15221596921601,,,,,,,,,,,,,,,,,,,1972-10-01,1.85097464093141,1.09243548418713,0.404067242656829,,,3.21493476805873,3.35624997361251,-0.470577958396324,3.26643679668996
1973-01-01,4.06874030001637,4.04545470417372,-0.373591145421748,2.53293365615627,-0.164380390276919,,,,,,,,,,,,,,,,,,,1973-01-01,1.91573800303863,1.08384488442957,0.405898154954343,,,3.14587310820723,3.31160700955471,-0.490616984810121,4.17966163830988
1973-04-01,4.11899850560839,3.98899959900566,-0.261339342747834,3.11132077400362,-0.385073289855683,,,,,,,,,,,,,,,,,,,1973-04-01,1.9254506429738,1.07586856072077,0.408349954852204,,,3.07826164855336,3.26695169153972,-0.509192245092051,4.34874452571239
1973-07-01,3.81969330624295,3.69912279207361,-0.242329556801759,2.82388784598209,2.67516221789339,,,,,,,,,,,,,,,,,,,1973-07-01,1.86305084290788,1.07004594804508,0.41053420395228,,,3.02721742871215,3.23705512951063,-0.527406919845208,3.73419661763853
1973-10-01,3.97051740954845,3.81041101170437,-0.21371153259597,2.45590859753622,1.60854752732318,,,,,,,,,,,,,,,,,,,1973-10-01,1.87546761970506,1.06335164185869,0.41330652853754,,,2.96759011439574,3.19871828042159,-0.544936373060479,3.40063037560037
1974-01-01,3.73857100333846,3.52558357532899,-0.132887689313741,2.00173692661656,0.38872185613769,,,,,,,,,,,,,,,,,,,1974-01-01,1.82708650803848,1.05878649131728,0.415384982104114,,,2.92605583617931,3.17485207487666,-0.560263066931412,2.34510375484331
1974-04-01,3.89390631266559,3.49571602074144,0.0552453119034273,1.92688777853198,-0.464394502563535,,,,,,,,,,,,,,,,,,,1974-04-01,1.82147182981011,1.05450771318557,0.4171733152999,,,2.8866579510318,3.14999686405302,-0.572367336725633,1.55101219521055
1974-07-01,3.74505039431353,3.17440253279683,0.259225135320289,1.90095949062516,-1.61319012698313,,,,,,,,,,,,,,,,,,,1974-07-01,1.78736091082372,1.05260896638592,0.417311542972948,,,2.87052969303613,3.14163846617297,-0.579317201573632,0.352809473949719
